Age,TS%
19.0,0.5091111111111111
20.0,0.5065999999999999
21.0,0.5049333333333333
22.0,0.5144814814814814
23.0,0.5289666666666667
24.0,0.5244736842105263
25.0,0.5145964912280702
26.0,0.5377272727272727
27.0,0.5288888888888889
28.0,0.5400652173913043
29.0,0.5261290322580645
30.0,0.5433055555555556
31.0,0.542
32.0,0.5156190476190476
33.0,0.5247777777777778
34.0,0.5264545454545455
35.0,0.5454
36.0,0.55875
37.0,0.38
38.0,0.513
39.0,0.5556666666666666
40.0,0.542
